TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	23/05/04
TIME	09:05:13
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-550, Rev. 1.00
RESOLUTION	
DELTAX	-0.5
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	700.0000
LASTX	300.0000
NPOINTS	801
FIRSTY	0.03437
MAXY	0.10803
MINY	0.02890
XYDATA
700.0000	0.03437
699.5000	0.03422
699.0000	0.03379
698.5000	0.03369
698.0000	0.03366
697.5000	0.03378
697.0000	0.03394
696.5000	0.03404
696.0000	0.03421
695.5000	0.03443
695.0000	0.03466
694.5000	0.03472
694.0000	0.03481
693.5000	0.03485
693.0000	0.03499
692.5000	0.03502
692.0000	0.0351
691.5000	0.03523
691.0000	0.03544
690.5000	0.03548
690.0000	0.03562
689.5000	0.03574
689.0000	0.03595
688.5000	0.03582
688.0000	0.03577
687.5000	0.03573
687.0000	0.03573
686.5000	0.03559
686.0000	0.03547
685.5000	0.0354
685.0000	0.03525
684.5000	0.03508
684.0000	0.0349
683.5000	0.03483
683.0000	0.03471
682.5000	0.0346
682.0000	0.03449
681.5000	0.03433
681.0000	0.03427
680.5000	0.03414
680.0000	0.0336
679.5000	0.03328
679.0000	0.033
678.5000	0.03295
678.0000	0.03307
677.5000	0.0332
677.0000	0.03326
676.5000	0.03327
676.0000	0.03332
675.5000	0.03346
675.0000	0.03355
674.5000	0.03352
674.0000	0.03349
673.5000	0.03349
673.0000	0.03366
672.5000	0.03372
672.0000	0.0339
671.5000	0.03396
671.0000	0.03412
670.5000	0.03414
670.0000	0.03419
669.5000	0.03423
669.0000	0.03441
668.5000	0.03453
668.0000	0.0347
667.5000	0.03471
667.0000	0.03478
666.5000	0.03487
666.0000	0.03504
665.5000	0.03519
665.0000	0.03536
664.5000	0.0355
664.0000	0.0357
663.5000	0.03578
663.0000	0.036
662.5000	0.036
662.0000	0.03604
661.5000	0.03622
661.0000	0.0365
660.5000	0.03663
660.0000	0.03695
659.5000	0.03718
659.0000	0.0375
658.5000	0.03759
658.0000	0.03787
657.5000	0.03813
657.0000	0.03836
656.5000	0.03867
656.0000	0.03904
655.5000	0.03924
655.0000	0.03949
654.5000	0.03966
654.0000	0.03996
653.5000	0.04014
653.0000	0.04041
652.5000	0.04066
652.0000	0.04094
651.5000	0.04112
651.0000	0.04123
650.5000	0.04124
650.0000	0.0412
649.5000	0.04116
649.0000	0.04113
648.5000	0.0412
648.0000	0.0413
647.5000	0.04132
647.0000	0.04127
646.5000	0.04132
646.0000	0.04142
645.5000	0.04158
645.0000	0.04179
644.5000	0.0419
644.0000	0.04192
643.5000	0.04198
643.0000	0.04217
642.5000	0.04233
642.0000	0.04253
641.5000	0.04265
641.0000	0.04279
640.5000	0.04288
640.0000	0.04306
639.5000	0.04324
639.0000	0.04352
638.5000	0.04366
638.0000	0.04384
637.5000	0.04398
637.0000	0.04419
636.5000	0.04438
636.0000	0.04466
635.5000	0.04489
635.0000	0.04521
634.5000	0.04537
634.0000	0.04563
633.5000	0.04585
633.0000	0.04617
632.5000	0.04629
632.0000	0.04655
631.5000	0.04671
631.0000	0.04696
630.5000	0.04713
630.0000	0.04731
629.5000	0.04754
629.0000	0.04767
628.5000	0.04784
628.0000	0.04803
627.5000	0.04823
627.0000	0.04845
626.5000	0.04856
626.0000	0.04883
625.5000	0.04893
625.0000	0.04922
624.5000	0.0494
624.0000	0.04972
623.5000	0.0499
623.0000	0.05021
622.5000	0.05057
622.0000	0.05102
621.5000	0.05123
621.0000	0.05145
620.5000	0.0517
620.0000	0.05209
619.5000	0.05232
619.0000	0.05255
618.5000	0.05269
618.0000	0.05298
617.5000	0.05321
617.0000	0.05348
616.5000	0.05372
616.0000	0.05401
615.5000	0.0542
615.0000	0.05452
614.5000	0.0548
614.0000	0.05518
613.5000	0.05542
613.0000	0.05574
612.5000	0.05599
612.0000	0.05629
611.5000	0.05642
611.0000	0.05666
610.5000	0.05696
610.0000	0.05744
609.5000	0.05772
609.0000	0.05812
608.5000	0.05828
608.0000	0.05861
607.5000	0.05895
607.0000	0.05951
606.5000	0.05972
